gene_id	GO	description
gene=yorK	GO:0008409	5'-3' exonuclease activity
gene=rnhB	GO:0006298	mismatch repair
gene=rnhB	GO:0043137	DNA replication, removal of RNA primer
gene=rnhB	GO:0032299	ribonuclease H2 complex
gene=rnhB	GO:0003723	RNA binding
gene=rnhB	GO:0004523	RNA-DNA hybrid ribonuclease activity
gene=rnhB	GO:0005737	cytoplasm
gene=rnhB	GO:0030145	manganese ion binding
gene=iscR	GO:0003700	DNA-binding transcription factor activity
gene=iscR	GO:0003690	double-stranded DNA binding
gene=ibpA	GO:0050821	protein stabilization
gene=ibpA	GO:0005737	cytoplasm
gene=ligC	GO:0046872	metal ion binding
gene=ligC	GO:0006310	DNA recombination
gene=ligC	GO:0003910	DNA ligase (ATP) activity
gene=ligC	GO:0006260	DNA replication
gene=ligC	GO:0005524	ATP binding
gene=ligC	GO:0006281	DNA repair
gene=adrA	GO:0046872	metal ion binding
gene=adrA	GO:0008152	metabolic process
gene=adrA	GO:0005737	cytoplasm
gene=adrA	GO:0052621	diguanylate cyclase activity
gene=adrA	GO:0005525	GTP binding
gene=yfeX	GO:0046872	metal ion binding
gene=yfeX	GO:0005737	cytoplasm
gene=yfeX	GO:0005829	cytosol
gene=yfeX	GO:0020037	heme binding
gene=yfeX	GO:0004601	peroxidase activity
gene=Int-Tn_2	GO:0009037	tyrosine-based site-specific recombinase activity
gene=Int-Tn_2	GO:0005737	cytoplasm
gene=Int-Tn_2	GO:0007059	chromosome segregation
gene=Int-Tn_2	GO:0006313	transposition, DNA-mediated
gene=Int-Tn_2	GO:0007049	cell cycle
gene=Int-Tn_2	GO:0003677	DNA binding
gene=Int-Tn_2	GO:0051301	cell division
gene=sppA_1	GO:0008236	serine-type peptidase activity
gene=bacC	GO:0016491	oxidoreductase activity
gene=rdgC	GO:0009295	nucleoid
gene=rdgC	GO:0006310	DNA recombination
gene=rdgC	GO:0005737	cytoplasm
gene=psbA	GO:0016021	integral component of membrane
gene=psbA	GO:0005506	iron ion binding
gene=psbA	GO:0016168	chlorophyll binding
gene=psbA	GO:0009523	photosystem II
gene=psbA	GO:0016682	oxidoreductase activity, acting on diphenols and related substances as donors, oxygen as acceptor
gene=psbA	GO:0009772	photosynthetic electron transport in photosystem II
gene=psbA	GO:0010242	oxygen evolving activity
gene=psbA	GO:0031676	plasma membrane-derived thylakoid membrane
gene=psbA	GO:0009635	response to herbicide
gene=psbA	GO:0045156	electron transporter, transferring electrons within the cyclic electron transport pathway of photosynthesis activity
gene=psbA	GO:0018298	protein-chromophore linkage
gene=folE	GO:0006730	one-carbon metabolic process
gene=folE	GO:0046654	tetrahydrofolate biosynthetic process
gene=folE	GO:0035998	7,8-dihydroneopterin 3'-triphosphate biosynthetic process
gene=folE	GO:0003934	GTP cyclohydrolase I activity
gene=folE	GO:0005525	GTP binding
gene=folE	GO:0008270	zinc ion binding
gene=dnaE	GO:0008408	3'-5' exonuclease activity
gene=dnaE	GO:0006260	DNA replication
gene=dnaE	GO:0003887	DNA-directed DNA polymerase activity
gene=dnaE	GO:0005737	cytoplasm
protein=(2Z,6E)-farnesyl	GO:0016094	polyprenol biosynthetic process
protein=(2Z,6E)-farnesyl	GO:0000287	magnesium ion binding
protein=(2Z,6E)-farnesyl	GO:0002094	polyprenyltransferase activity
gene=rlmE	GO:0005634	nucleus
gene=rlmE	GO:0004483	mRNA (nucleoside-2'-O-)-methyltransferase activity
gene=rlmE	GO:0080009	mRNA methylation
gene=rlmE	GO:0097309	cap1 mRNA methylation
gene=rlmE	GO:0006370	7-methylguanosine mRNA capping
gene=xre_2	GO:0003677	DNA binding
gene=thyA2	GO:0004799	thymidylate synthase activity
gene=thyA2	GO:0006260	DNA replication
gene=thyA2	GO:0032259	methylation
gene=thyA2	GO:0039693	viral DNA genome replication
gene=thyA2	GO:0006231	dTMP biosynthetic process
gene=virB	GO:0030541	plasmid partitioning
gene=virB	GO:0003677	DNA binding
gene=dnaJ_4	GO:0005788	endoplasmic reticulum lumen
gene=dnaJ_4	GO:0009860	pollen tube growth
gene=dnaJ_4	GO:0016491	oxidoreductase activity
gene=dnaJ_4	GO:0009408	response to heat
gene=dnaJ_4	GO:0034605	cellular response to heat
gene=dnaJ_4	GO:0009506	plasmodesma
gene=exoA	GO:0008408	3'-5' exonuclease activity
gene=exoA	GO:0016491	oxidoreductase activity
gene=exoA	GO:0006284	base-excision repair
gene=exoA	GO:0008081	phosphoric diester hydrolase activity
gene=exoA	GO:0005737	cytoplasm
gene=exoA	GO:0003906	DNA-(apurinic or apyrimidinic site) endonuclease activity
gene=exoA	GO:0005783	endoplasmic reticulum
gene=exoA	GO:0006281	DNA repair
gene=exoA	GO:0005730	nucleolus
gene=exoA	GO:0008311	double-stranded DNA 3'-5' exodeoxyribonuclease activity
gene=exoA	GO:0003684	damaged DNA binding
gene=exoA	GO:0016607	nuclear speck
gene=exoA	GO:0042981	regulation of apoptotic process
gene=exoA	GO:0046872	metal ion binding
gene=exoA	GO:0043488	regulation of mRNA stability
gene=exoA	GO:0005654	nucleoplasm
gene=exoA	GO:0003723	RNA binding
gene=exoA	GO:0016890	site-specific endodeoxyribonuclease activity, specific for altered base
gene=exoA	GO:0006310	DNA recombination
gene=exoA	GO:0031490	chromatin DNA binding
gene=exoA	GO:0052720	class II DNA-(apurinic or apyrimidinic site) endonuclease activity
gene=exoA	GO:0005634	nucleus
gene=exoA	GO:0080111	DNA demethylation
gene=exoA	GO:0140431	DNA-(abasic site) binding
gene=exoA	GO:0005739	mitochondrion
gene=lss	GO:0008745	N-acetylmuramoyl-L-alanine amidase activity
gene=lss	GO:0009253	peptidoglycan catabolic process
gene=lss	GO:0030435	sporulation resulting in formation of a cellular spore
gene=lss	GO:0005576	extracellular region
gene=lss	GO:0071555	cell wall organization
gene=lss	GO:0030420	establishment of competence for transformation
gene=tagD	GO:0046872	metal ion binding
gene=tagD	GO:0005737	cytoplasm
gene=tagD	GO:0019350	teichoic acid biosynthetic process
gene=tagD	GO:0047348	glycerol-3-phosphate cytidylyltransferase activity
gene=tagD	GO:0071555	cell wall organization
gene=spxA	GO:0045892	negative regulation of transcription, DNA-templated
gene=spxA	GO:0005737	cytoplasm
gene=cfr	GO:0046872	metal ion binding
gene=cfr	GO:0051539	4 iron, 4 sulfur cluster binding
gene=cfr	GO:0003824	catalytic activity
gene=dnaG_1	GO:0003896	DNA primase activity
gene=dnaG_1	GO:0003678	DNA helicase activity
gene=dnaG_1	GO:1990077	primosome complex
gene=dnaG_1	GO:0003677	DNA binding
gene=dnaG_1	GO:0005524	ATP binding
gene=dnaG_1	GO:0008270	zinc ion binding
gene=sspC	GO:0030435	sporulation resulting in formation of a cellular spore
gene=sspC	GO:0006265	DNA topological change
gene=sspC	GO:0003690	double-stranded DNA binding
gene=ku	GO:0099016	evasion by virus of DNA end degradation
gene=ku	GO:0006303	double-strand break repair via nonhomologous end joining
gene=ku	GO:0003690	double-stranded DNA binding
gene=ku	GO:0046718	viral entry into host cell
gene=ku	GO:0099009	viral genome circularization
gene=hddA	GO:0046872	metal ion binding
gene=hddA	GO:0005975	carbohydrate metabolic process
gene=hddA	GO:0016301	kinase activity
gene=hddA	GO:0005524	ATP binding
gene=hddA	GO:0045232	S-layer organization
gene=prkC_1	GO:0004674	protein serine/threonine kinase activity
gene=prkC_1	GO:0005524	ATP binding
gene=prkC_1	GO:0004712	protein serine/threonine/tyrosine kinase activity
gene=prkC_1	GO:0106310	protein serine kinase activity
gene=chuR	GO:0046872	metal ion binding
gene=chuR	GO:0016491	oxidoreductase activity
gene=chuR	GO:0051539	4 iron, 4 sulfur cluster binding
gene=yjcD	GO:0016887	ATP hydrolysis activity
gene=yjcD	GO:0006268	DNA unwinding involved in DNA replication
gene=yjcD	GO:0003678	DNA helicase activity
gene=yjcD	GO:0005737	cytoplasm
gene=yjcD	GO:0003677	DNA binding
gene=yjcD	GO:0005524	ATP binding
gene=rutG	GO:0016021	integral component of membrane
gene=rutG	GO:0022857	transmembrane transporter activity
gene=rutG	GO:0005886	plasma membrane
gene=gmhA1	GO:0005975	carbohydrate metabolic process
gene=gmhA1	GO:2001061	D-glycero-D-manno-heptose 7-phosphate biosynthetic process
gene=gmhA1	GO:0008968	D-sedoheptulose 7-phosphate isomerase activity
gene=gmhA1	GO:0097367	carbohydrate derivative binding
gene=gmhA1	GO:0005737	cytoplasm
gene=gmhA1	GO:0008270	zinc ion binding
protein=Serine	GO:0009266	response to temperature stimulus
protein=Serine	GO:0006457	protein folding
protein=Serine	GO:0004252	serine-type endopeptidase activity
protein=Serine	GO:0005886	plasma membrane
protein=Serine	GO:0042802	identical protein binding
protein=Serine	GO:0042597	periplasmic space
protein=Serine	GO:0030288	outer membrane-bounded periplasmic space
protein=Serine	GO:0006515	protein quality control for misfolded or incompletely synthesized proteins
protein=Serine	GO:0006979	response to oxidative stress
protein=Serine	GO:0006508	proteolysis
protein=Sialidase	GO:0052794	exo-alpha-(2->3)-sialidase activity
protein=Sialidase	GO:0043202	lysosomal lumen
protein=Sialidase	GO:0005764	lysosome
protein=Sialidase	GO:0052796	exo-alpha-(2->8)-sialidase activity
protein=Sialidase	GO:0006689	ganglioside catabolic process
protein=Sialidase	GO:0009313	oligosaccharide catabolic process
protein=Sialidase	GO:0005765	lysosomal membrane
protein=Sialidase	GO:0005886	plasma membrane
protein=Sialidase	GO:0005737	cytoplasm
protein=Sialidase	GO:0052795	exo-alpha-(2->6)-sialidase activity
protein=Sialidase	GO:0004308	exo-alpha-sialidase activity
protein=Sialidase	GO:0043231	intracellular membrane-bounded organelle
protein=Sialidase	GO:0016020	membrane
protein=Sialidase	GO:0031410	cytoplasmic vesicle
gene=pvuIIM	GO:0009307	DNA restriction-modification system
gene=pvuIIM	GO:0008170	N-methyltransferase activity
gene=pvuIIM	GO:0015667	site-specific DNA-methyltransferase (cytosine-N4-specific) activity
gene=pvuIIM	GO:0003677	DNA binding
gene=rgy	GO:0005524	ATP binding
gene=rgy	GO:0004386	helicase activity
gene=rgy	GO:0003677	DNA binding
gene=rgy	GO:0016787	hydrolase activity
gene=pkn1_1	GO:1903135	cupric ion binding
gene=pkn1_1	GO:0120147	Formylglycine-generating oxidase activity
gene=pkn1_1	GO:0005509	calcium ion binding
gene=pkn1_1	GO:0043687	post-translational protein modification
gene=pkn1_1	GO:0018158	protein oxidation
gene=pelA_2	GO:0046872	metal ion binding
gene=pelA_2	GO:0000272	polysaccharide catabolic process
gene=pelA_2	GO:0005576	extracellular region
gene=pelA_2	GO:0030570	pectate lyase activity
gene=pelA_2	GO:0071555	cell wall organization
gene=ltaS2	GO:0016021	integral component of membrane
gene=ltaS2	GO:0046872	metal ion binding
gene=ltaS2	GO:0008484	sulfuric ester hydrolase activity
gene=ltaS2	GO:0016740	transferase activity
gene=ltaS2	GO:0005886	plasma membrane
gene=ltaS2	GO:0005576	extracellular region
gene=ltaS2	GO:0070395	lipoteichoic acid biosynthetic process
gene=ltaS2	GO:0071555	cell wall organization
gene=gyrB_2	GO:0046872	metal ion binding
gene=gyrB_2	GO:0009330	DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) complex
gene=gyrB_2	GO:0003918	DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity
gene=gyrB_2	GO:0006261	DNA-templated DNA replication
gene=gyrB_2	GO:0005694	chromosome
gene=gyrB_2	GO:0005737	cytoplasm
gene=gyrB_2	GO:0006265	DNA topological change
gene=gyrB_2	GO:0003677	DNA binding
gene=gyrB_2	GO:0005524	ATP binding
gene=ino1	GO:0008654	phospholipid biosynthetic process
gene=ino1	GO:0006021	inositol biosynthetic process
gene=ino1	GO:0004512	inositol-3-phosphate synthase activity
gene=gghA	GO:0050422	strictosidine beta-glucosidase activity
gene=gghA	GO:0009821	alkaloid biosynthetic process
gene=gghA	GO:0005975	carbohydrate metabolic process
gene=cyaA	GO:0046872	metal ion binding
gene=cyaA	GO:0004016	adenylate cyclase activity
gene=cyaA	GO:0000160	phosphorelay signal transduction system
gene=cyaA	GO:0006171	cAMP biosynthetic process
gene=cyaA	GO:0005524	ATP binding
protein=N-carbamoyl-D-amino	GO:0050126	N-carbamoylputrescine amidase activity
protein=N-carbamoyl-D-amino	GO:0033388	putrescine biosynthetic process from arginine
protein=N-carbamoyl-D-amino	GO:0016811	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides
gene=cpdA_2	GO:0016787	hydrolase activity
gene=haeIIIM_2	GO:0003886	DNA (cytosine-5-)-methyltransferase activity
gene=haeIIIM_2	GO:0009307	DNA restriction-modification system
gene=ilvG	GO:0009097	isoleucine biosynthetic process
gene=ilvG	GO:0009099	valine biosynthetic process
gene=ilvG	GO:0009082	branched-chain amino acid biosynthetic process
gene=ilvG	GO:0005948	acetolactate synthase complex
gene=ilvG	GO:0030976	thiamine pyrophosphate binding
gene=ilvG	GO:0000287	magnesium ion binding
gene=ilvG	GO:0003984	acetolactate synthase activity
gene=ilvG	GO:0050660	flavin adenine dinucleotide binding
gene=yjoB_2	GO:0016021	integral component of membrane
gene=yjoB_2	GO:0008320	protein transmembrane transporter activity
gene=yjoB_2	GO:0034551	mitochondrial respiratory chain complex III assembly
gene=yjoB_2	GO:0016887	ATP hydrolysis activity
gene=yjoB_2	GO:0051131	chaperone-mediated protein complex assembly
gene=yjoB_2	GO:0032979	protein insertion into mitochondrial inner membrane from matrix
gene=yjoB_2	GO:0005524	ATP binding
gene=yjoB_2	GO:0005743	mitochondrial inner membrane
gene=yjoB_2	GO:0005739	mitochondrion
gene=amiC	GO:0008745	N-acetylmuramoyl-L-alanine amidase activity
gene=amiC	GO:0009253	peptidoglycan catabolic process
gene=amiC	GO:0071555	cell wall organization
gene=amiC	GO:0030288	outer membrane-bounded periplasmic space
gene=srmB	GO:0061803	posterior cell cortex
gene=srmB	GO:0003723	RNA binding
gene=srmB	GO:0016887	ATP hydrolysis activity
gene=srmB	GO:0005634	nucleus
gene=srmB	GO:0005737	cytoplasm
gene=srmB	GO:0048477	oogenesis
gene=srmB	GO:0030154	cell differentiation
gene=srmB	GO:0008104	protein localization
gene=srmB	GO:0003724	RNA helicase activity
gene=srmB	GO:0043186	P granule
gene=srmB	GO:0007276	gamete generation
gene=srmB	GO:0005524	ATP binding
gene=srmB	GO:0043073	germ cell nucleus
gene=xerC	GO:0006310	DNA recombination
gene=xerC	GO:0044826	viral genome integration into host DNA
gene=xerC	GO:0075713	establishment of integrated proviral latency
gene=xerC	GO:0015074	DNA integration
gene=xerC	GO:0046718	viral entry into host cell
gene=xerC	GO:0003677	DNA binding
gene=parE	GO:0046872	metal ion binding
gene=parE	GO:0003918	DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity
gene=parE	GO:0006261	DNA-templated DNA replication
gene=parE	GO:0005694	chromosome
gene=parE	GO:0005737	cytoplasm
gene=parE	GO:0006265	DNA topological change
gene=parE	GO:0003677	DNA binding
gene=parE	GO:0005524	ATP binding
gene=higB	GO:0030371	translation repressor activity
gene=higB	GO:0006379	mRNA cleavage
gene=higB	GO:0003729	mRNA binding
gene=higB	GO:0030308	negative regulation of cell growth
gene=higB	GO:0008285	negative regulation of cell population proliferation
gene=higB	GO:0006401	RNA catabolic process
gene=higB	GO:0004521	endoribonuclease activity
gene=higB	GO:0017148	negative regulation of translation
gene=higB	GO:0090502	RNA phosphodiester bond hydrolysis, endonucleolytic
gene=higB	GO:0043022	ribosome binding
gene=hldD	GO:0097171	ADP-L-glycero-beta-D-manno-heptose biosynthetic process
gene=hldD	GO:0008712	ADP-glyceromanno-heptose 6-epimerase activity
gene=hldD	GO:0050661	NADP binding
gene=hldD	GO:0005975	carbohydrate metabolic process
gene=polB_1	GO:0046872	metal ion binding
gene=polB_1	GO:0008408	3'-5' exonuclease activity
gene=polB_1	GO:0006260	DNA replication
gene=polB_1	GO:0003677	DNA binding
gene=polB_1	GO:0039686	bidirectional double-stranded viral DNA replication
gene=polB_1	GO:0000166	nucleotide binding
gene=polB_1	GO:0003887	DNA-directed DNA polymerase activity
gene=aplIM	GO:0003886	DNA (cytosine-5-)-methyltransferase activity
gene=aplIM	GO:0009307	DNA restriction-modification system
gene=rpfB	GO:0016787	hydrolase activity
gene=rpfB	GO:0005886	plasma membrane
gene=pepE	GO:0009636	response to toxic substance
gene=pepE	GO:0004177	aminopeptidase activity
gene=pepE	GO:0043418	homocysteine catabolic process
gene=pepE	GO:0005737	cytoplasm
gene=pepE	GO:0008234	cysteine-type peptidase activity
gene=pepE	GO:0004197	cysteine-type endopeptidase activity
gene=parC	GO:0003918	DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity
gene=parC	GO:0006265	DNA topological change
gene=parC	GO:0032991	protein-containing complex
gene=parC	GO:0003677	DNA binding
gene=parC	GO:0005524	ATP binding
gene=ydiP_1	GO:0003886	DNA (cytosine-5-)-methyltransferase activity
gene=ydiP_1	GO:0009307	DNA restriction-modification system
gene=slt	GO:0009253	peptidoglycan catabolic process
gene=slt	GO:0008933	lytic transglycosylase activity
gene=slt	GO:0016020	membrane
gene=slt	GO:0030288	outer membrane-bounded periplasmic space
gene=slt	GO:0008932	lytic endotransglycosylase activity
gene=slt	GO:0004553	hydrolase activity, hydrolyzing O-glycosyl compounds
gene=slt	GO:0016829	lyase activity
gene=slt	GO:0009274	peptidoglycan-based cell wall
gene=slt	GO:0071555	cell wall organization
gene=ppiA	GO:0006457	protein folding
gene=ppiA	GO:0003755	peptidyl-prolyl cis-trans isomerase activity
protein=Flavodoxin	GO:0010181	FMN binding
gene=yvdP	GO:0016491	oxidoreductase activity
gene=yvdP	GO:0071949	FAD binding
gene=ascD	GO:0046872	metal ion binding
gene=ascD	GO:0006464	cellular protein modification process
gene=ascD	GO:0030091	protein repair
gene=ascD	GO:0005737	cytoplasm
gene=ascD	GO:0009055	electron transfer activity
gene=ascD	GO:0006124	ferredoxin metabolic process
gene=ascD	GO:0051537	2 iron, 2 sulfur cluster binding
gene=chiA	GO:0008061	chitin binding
gene=chiA	GO:0000272	polysaccharide catabolic process
gene=chiA	GO:0005576	extracellular region
gene=chiA	GO:0042597	periplasmic space
gene=chiA	GO:0006032	chitin catabolic process
gene=chiA	GO:0030288	outer membrane-bounded periplasmic space
gene=chiA	GO:0008843	endochitinase activity
gene=chiA	GO:0003796	lysozyme activity
gene=chiA	GO:0030246	carbohydrate binding
gene=kilR	GO:0051782	negative regulation of cell division
gene=kilR	GO:0046677	response to antibiotic
gene=kilR	GO:0007049	cell cycle
gene=kilR	GO:0051301	cell division
gene=yedK	GO:0018142	protein-DNA covalent cross-linking
gene=yedK	GO:0009432	SOS response
gene=yedK	GO:0006974	cellular response to DNA damage stimulus
