gene_id	ko	pathway
gene=ldh1_3	ko00680	Methane metabolism [PATH:ko00680]
gene=ldh1_3	ko00270	Cysteine and methionine metabolism [PATH:ko00270]
gene=ksdD_3	ko00984	Steroid degradation [PATH:ko00984]
gene=ssuC_4	ko00920	Sulfur metabolism [PATH:ko00920]
gene=ssuC_4	ko02010	ABC transporters [PATH:ko02010]
gene=ssuC_4	ko02000	Transporters [BR:ko02000]
gene=spkF_1	ko01001	Protein kinases [BR:ko01001]
gene=adk_3	ko00230	Purine metabolism [PATH:ko00230]
gene=adk_3	ko00730	Thiamine metabolism [PATH:ko00730]
gene=adk_3	ko04147	Exosome [BR:ko04147]
gene=suhB_1	ko00562	Inositol phosphate metabolism [PATH:ko00562]
gene=suhB_1	ko00521	Streptomycin biosynthesis [PATH:ko00521]
gene=suhB_1	ko04070	Phosphatidylinositol signaling system [PATH:ko04070]
gene=rihB_3	ko00230	Purine metabolism [PATH:ko00230]
gene=rihB_3	ko00240	Pyrimidine metabolism [PATH:ko00240]
gene=lon1_1	ko01002	Peptidases and inhibitors [BR:ko01002]
gene=dppB_2	ko02024	Quorum sensing [PATH:ko02024]
gene=dppB_2	ko02000	Transporters [BR:ko02000]
gene=gmd_3	ko00051	Fructose and mannose metabolism [PATH:ko00051]
gene=gmd_3	ko00520	Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
gene=gmd_3	ko00541	O-Antigen nucleotide sugar biosynthesis [PATH:ko00541]
gene=ptsI_2	ko02060	Phosphotransferase system (PTS) [PATH:ko02060]
gene=ptsI_2	ko02000	Transporters [BR:ko02000]
gene=tsaM1_1	99988	Secondary metabolism
gene=mutL_3	ko03430	Mismatch repair [PATH:ko03430]
gene=mutL_3	ko03400	DNA repair and recombination proteins [BR:ko03400]
gene=sprT	99996	General function prediction only
gene=cfa_1	99980	Enzymes with EC numbers
gene=pstP	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
gene=ffh_1	ko03060	Protein export [PATH:ko03060]
gene=ffh_1	ko03070	Bacterial secretion system [PATH:ko03070]
gene=ffh_1	ko02024	Quorum sensing [PATH:ko02024]
gene=ffh_1	ko02044	Secretion system [BR:ko02044]
gene=cotP	ko04141	Protein processing in endoplasmic reticulum [PATH:ko04141]
gene=cotP	ko03110	Chaperones and folding catalysts [BR:ko03110]
gene=dmlR_50	ko03000	Transcription factors [BR:ko03000]
gene=hisB_2	ko00340	Histidine metabolism [PATH:ko00340]
gene=zntB	ko02000	Transporters [BR:ko02000]
gene=lysC_3	ko00260	Glycine, serine and threonine metabolism [PATH:ko00260]
gene=lysC_3	ko00270	Cysteine and methionine metabolism [PATH:ko00270]
gene=lysC_3	ko00300	Lysine biosynthesis [PATH:ko00300]
gene=lysC_3	ko00261	Monobactam biosynthesis [PATH:ko00261]
gene=glyQ	ko00970	Aminoacyl-tRNA biosynthesis [PATH:ko00970]
gene=glyQ	ko01007	Amino acid related enzymes [BR:ko01007]
gene=glyQ	ko03016	Transfer RNA biogenesis [BR:ko03016]
gene=adiA	ko00330	Arginine and proline metabolism [PATH:ko00330]
gene=ptrB_1	ko05142	Chagas disease [PATH:ko05142]
gene=ptrB_1	ko05143	African trypanosomiasis [PATH:ko05143]
gene=ptrB_1	ko01002	Peptidases and inhibitors [BR:ko01002]
protein=Cytochrome	ko00199	Cytochrome P450 [BR:ko00199]
gene=murC_3	ko00550	Peptidoglycan biosynthesis [PATH:ko00550]
gene=mleN_2	ko02000	Transporters [BR:ko02000]
gene=ganA	ko00052	Galactose metabolism [PATH:ko00052]
gene=nuoF_1	ko00190	Oxidative phosphorylation [PATH:ko00190]
gene=dctP_1	ko02020	Two-component system [PATH:ko02020]
gene=dctP_1	ko02000	Transporters [BR:ko02000]
gene=srlE_1	ko00051	Fructose and mannose metabolism [PATH:ko00051]
gene=srlE_1	ko02060	Phosphotransferase system (PTS) [PATH:ko02060]
gene=srlE_1	ko02000	Transporters [BR:ko02000]
gene=artI_2	ko02000	Transporters [BR:ko02000]
gene=malL_2	ko00052	Galactose metabolism [PATH:ko00052]
gene=malL_2	ko00500	Starch and sucrose metabolism [PATH:ko00500]
gene=pleD_2	ko04112	Cell cycle - Caulobacter [PATH:ko04112]
protein=putative	ko01004	Lipid biosynthesis proteins [BR:ko01004]
gene=licH_3	ko00010	Glycolysis / Gluconeogenesis [PATH:ko00010]
gene=licH_3	ko00500	Starch and sucrose metabolism [PATH:ko00500]
gene=ecsA_6	ko02000	Transporters [BR:ko02000]
gene=narY	ko00910	Nitrogen metabolism [PATH:ko00910]
gene=narY	ko02020	Two-component system [PATH:ko02020]
gene=narY	ko02000	Transporters [BR:ko02000]
gene=rocD	ko00330	Arginine and proline metabolism [PATH:ko00330]
gene=rocD	ko01007	Amino acid related enzymes [BR:ko01007]
gene=pflB_2	ko00620	Pyruvate metabolism [PATH:ko00620]
gene=pflB_2	ko00640	Propanoate metabolism [PATH:ko00640]
gene=pflB_2	ko00650	Butanoate metabolism [PATH:ko00650]
gene=opuBA	ko02010	ABC transporters [PATH:ko02010]
gene=opuBA	ko02000	Transporters [BR:ko02000]
gene=cspA	99973	Transcription
gene=ecfA2_4	ko02010	ABC transporters [PATH:ko02010]
gene=ecfA2_4	ko02000	Transporters [BR:ko02000]
gene=mutT_2	ko00230	Purine metabolism [PATH:ko00230]
gene=mutT_2	ko00740	Riboflavin metabolism [PATH:ko00740]
gene=bglH_11	ko00010	Glycolysis / Gluconeogenesis [PATH:ko00010]
gene=bglH_11	ko00500	Starch and sucrose metabolism [PATH:ko00500]
gene=cwlK_2	ko01002	Peptidases and inhibitors [BR:ko01002]
gene=cwlK_2	ko01011	Peptidoglycan biosynthesis and degradation proteins [BR:ko01011]
gene=mhqP_2	99999	Others
gene=glnA_4	ko00630	Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
gene=glnA_4	ko00910	Nitrogen metabolism [PATH:ko00910]
gene=glnA_4	ko00250	Alanine, aspartate and glutamate metabolism [PATH:ko00250]
gene=glnA_4	ko00220	Arginine biosynthesis [PATH:ko00220]
gene=glnA_4	ko02020	Two-component system [PATH:ko02020]
gene=glnA_4	ko04217	Necroptosis [PATH:ko04217]
gene=glnA_4	ko04724	Glutamatergic synapse [PATH:ko04724]
gene=glnA_4	ko04727	GABAergic synapse [PATH:ko04727]
gene=glnA_4	ko04147	Exosome [BR:ko04147]
gene=lrp_11	ko03000	Transcription factors [BR:ko03000]
gene=lrp_11	ko03036	Chromosome and associated proteins [BR:ko03036]
gene=topB_4	ko03032	DNA replication proteins [BR:ko03032]
gene=speG_1	ko00330	Arginine and proline metabolism [PATH:ko00330]
gene=speG_1	ko04216	Ferroptosis [PATH:ko04216]
gene=rhaM_3	99980	Enzymes with EC numbers
gene=glvR_4	ko03000	Transcription factors [BR:ko03000]
gene=cyaA_5	ko00230	Purine metabolism [PATH:ko00230]
gene=cyaA_5	ko04113	Meiosis - yeast [PATH:ko04113]
gene=cyaA_5	ko02025	Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]
gene=cyaA_5	ko04213	Longevity regulating pathway - multiple species [PATH:ko04213]
gene=fliC_4	ko02020	Two-component system [PATH:ko02020]
gene=fliC_4	ko02040	Flagellar assembly [PATH:ko02040]
gene=fliC_4	ko04621	NOD-like receptor signaling pathway [PATH:ko04621]
gene=fliC_4	ko04626	Plant-pathogen interaction [PATH:ko04626]
gene=fliC_4	ko05132	Salmonella infection [PATH:ko05132]
gene=fliC_4	ko05131	Shigellosis [PATH:ko05131]
gene=fliC_4	ko05134	Legionellosis [PATH:ko05134]
gene=fliC_4	ko02035	Bacterial motility proteins [BR:ko02035]
gene=eptC	ko00540	Lipopolysaccharide biosynthesis [PATH:ko00540]
gene=eptC	ko01005	Lipopolysaccharide biosynthesis proteins [BR:ko01005]
gene=ydcV_3	ko02024	Quorum sensing [PATH:ko02024]
gene=ydcV_3	ko02000	Transporters [BR:ko02000]
gene=hoxK	ko00633	Nitrotoluene degradation [PATH:ko00633]
gene=hoxK	ko02020	Two-component system [PATH:ko02020]
gene=kipI_3	ko00220	Arginine biosynthesis [PATH:ko00220]
gene=kipI_3	ko00791	Atrazine degradation [PATH:ko00791]
gene=occP_3	ko02010	ABC transporters [PATH:ko02010]
gene=occP_3	ko02000	Transporters [BR:ko02000]
gene=spoVG_1	99978	Cell growth
gene=bltD_3	ko00330	Arginine and proline metabolism [PATH:ko00330]
gene=bltD_3	ko04216	Ferroptosis [PATH:ko04216]
gene=dnaD_3	99976	Replication and repair
gene=nudC_1	ko03400	DNA repair and recombination proteins [BR:ko03400]
gene=mdtA_5	ko02020	Two-component system [PATH:ko02020]
gene=mdtA_5	ko02000	Transporters [BR:ko02000]
gene=fecD_2	ko02010	ABC transporters [PATH:ko02010]
gene=fecD_2	ko02000	Transporters [BR:ko02000]
gene=desK_14	ko02020	Two-component system [PATH:ko02020]
gene=desK_14	ko01001	Protein kinases [BR:ko01001]
gene=desK_14	ko02022	Two-component system [BR:ko02022]
protein=Putative	ko00630	Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
protein=Putative	ko00680	Methane metabolism [PATH:ko00680]
gene=ada	ko03000	Transcription factors [BR:ko03000]
gene=ada	ko03400	DNA repair and recombination proteins [BR:ko03400]
gene=ybaN_2	99997	Function unknown
gene=galE1_1	ko00520	Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
gene=fur_2	ko03000	Transcription factors [BR:ko03000]
gene=cheD_1	ko02030	Bacterial chemotaxis [PATH:ko02030]
gene=cheD_1	ko02035	Bacterial motility proteins [BR:ko02035]
gene=treP	ko00500	Starch and sucrose metabolism [PATH:ko00500]
gene=treP	ko02060	Phosphotransferase system (PTS) [PATH:ko02060]
gene=treP	ko02000	Transporters [BR:ko02000]
gene=paaG_2	ko00061	Fatty acid biosynthesis [PATH:ko00061]
gene=paaG_2	ko01004	Lipid biosynthesis proteins [BR:ko01004]
gene=nagK	ko00350	Tyrosine metabolism [PATH:ko00350]
gene=dkgB_1	99980	Enzymes with EC numbers
gene=fecC_1	ko02010	ABC transporters [PATH:ko02010]
gene=fecC_1	ko02000	Transporters [BR:ko02000]
gene=manZ_3	ko00051	Fructose and mannose metabolism [PATH:ko00051]
gene=manZ_3	ko00520	Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
gene=manZ_3	ko02060	Phosphotransferase system (PTS) [PATH:ko02060]
gene=manZ_3	ko02000	Transporters [BR:ko02000]
gene=kinE_4	ko02020	Two-component system [PATH:ko02020]
gene=kinE_4	ko01001	Protein kinases [BR:ko01001]
gene=kinE_4	ko02022	Two-component system [BR:ko02022]
gene=fadR_2	ko03000	Transcription factors [BR:ko03000]
gene=fabD_1	ko00061	Fatty acid biosynthesis [PATH:ko00061]
gene=fabD_1	ko00333	Prodigiosin biosynthesis [PATH:ko00333]
gene=fabD_1	ko01004	Lipid biosynthesis proteins [BR:ko01004]
gene=ywiE	ko00564	Glycerophospholipid metabolism [PATH:ko00564]
gene=mlhB_4	ko00903	Limonene and pinene degradation [PATH:ko00903]
gene=mlhB_4	ko00930	Caprolactam degradation [PATH:ko00930]
gene=hycE_1	99980	Enzymes with EC numbers
gene=dctB_2	ko02020	Two-component system [PATH:ko02020]
gene=dctB_2	ko01001	Protein kinases [BR:ko01001]
gene=dctB_2	ko02022	Two-component system [BR:ko02022]
gene=punA_1	ko00230	Purine metabolism [PATH:ko00230]
gene=punA_1	ko00760	Nicotinate and nicotinamide metabolism [PATH:ko00760]
gene=rclR_7	ko03000	Transcription factors [BR:ko03000]
gene=dppE_14	ko02010	ABC transporters [PATH:ko02010]
gene=dppE_14	ko02024	Quorum sensing [PATH:ko02024]
gene=dppE_14	ko01501	beta-Lactam resistance [PATH:ko01501]
gene=dppE_14	ko02000	Transporters [BR:ko02000]
gene=chlB_1	ko00860	Porphyrin metabolism [PATH:ko00860]
gene=opuAB_5	ko02010	ABC transporters [PATH:ko02010]
gene=opuAB_5	ko02000	Transporters [BR:ko02000]
gene=oppF_3	ko02024	Quorum sensing [PATH:ko02024]
gene=oppF_3	ko02000	Transporters [BR:ko02000]
protein=Cytochrome	ko00199	Cytochrome P450 [BR:ko00199]
gene=sigF_3	ko03021	Transcription machinery [BR:ko03021]
gene=ctaB_2	ko00190	Oxidative phosphorylation [PATH:ko00190]
gene=ctaB_2	ko00860	Porphyrin metabolism [PATH:ko00860]
gene=ctaB_2	ko04714	Thermogenesis [PATH:ko04714]
gene=ctaB_2	ko01006	Prenyltransferases [BR:ko01006]
gene=ctaB_2	ko03029	Mitochondrial biogenesis [BR:ko03029]
gene=gpr_7	99980	Enzymes with EC numbers
gene=purC_1	ko00230	Purine metabolism [PATH:ko00230]
gene=esxN_3	ko05152	Tuberculosis [PATH:ko05152]
gene=pdhA	ko00010	Glycolysis / Gluconeogenesis [PATH:ko00010]
gene=pdhA	ko00020	Citrate cycle (TCA cycle) [PATH:ko00020]
gene=pdhA	ko00620	Pyruvate metabolism [PATH:ko00620]
gene=pdhA	ko04066	HIF-1 signaling pathway [PATH:ko04066]
gene=pdhA	ko04922	Glucagon signaling pathway [PATH:ko04922]
gene=pdhA	ko05230	Central carbon metabolism in cancer [PATH:ko05230]
gene=pdhA	ko05415	Diabetic cardiomyopathy [PATH:ko05415]
gene=psbK_2	ko00195	Photosynthesis [PATH:ko00195]
gene=psbK_2	ko00194	Photosynthesis proteins [BR:ko00194]
gene=gdh_2	ko00030	Pentose phosphate pathway [PATH:ko00030]
gene=metQ_3	ko02010	ABC transporters [PATH:ko02010]
gene=metQ_3	ko02000	Transporters [BR:ko02000]
gene=gmhA	ko00540	Lipopolysaccharide biosynthesis [PATH:ko00540]
gene=gmhA	ko01005	Lipopolysaccharide biosynthesis proteins [BR:ko01005]
gene=mrcA	ko00550	Peptidoglycan biosynthesis [PATH:ko00550]
gene=mrcA	ko01501	beta-Lactam resistance [PATH:ko01501]
gene=mrcA	ko01003	Glycosyltransferases [BR:ko01003]
gene=mrcA	ko01011	Peptidoglycan biosynthesis and degradation proteins [BR:ko01011]
gene=mqnE	ko00130	Ubiquinone and other terpenoid-quinone biosynthesis [PATH:ko00130]
gene=oxyR_1	ko02026	Biofilm formation - Escherichia coli [PATH:ko02026]
gene=oxyR_1	ko03000	Transcription factors [BR:ko03000]
gene=sarA_4	ko02010	ABC transporters [PATH:ko02010]
gene=sarA_4	ko02024	Quorum sensing [PATH:ko02024]
gene=sarA_4	ko01501	beta-Lactam resistance [PATH:ko01501]
gene=sarA_4	ko02000	Transporters [BR:ko02000]
protein=putative	ko01004	Lipid biosynthesis proteins [BR:ko01004]
gene=mutS	ko03430	Mismatch repair [PATH:ko03430]
gene=mutS	ko03400	DNA repair and recombination proteins [BR:ko03400]
gene=moaA_2	ko00790	Folate biosynthesis [PATH:ko00790]
gene=moaA_2	ko04122	Sulfur relay system [PATH:ko04122]
gene=sppA	ko01002	Peptidases and inhibitors [BR:ko01002]
gene=livH_10	ko02010	ABC transporters [PATH:ko02010]
gene=livH_10	ko02024	Quorum sensing [PATH:ko02024]
gene=livH_10	ko02000	Transporters [BR:ko02000]
gene=hemR_3	ko02000	Transporters [BR:ko02000]
gene=fhcC_2	ko00680	Methane metabolism [PATH:ko00680]
gene=mrcA_1	ko00550	Peptidoglycan biosynthesis [PATH:ko00550]
gene=mrcA_1	ko01501	beta-Lactam resistance [PATH:ko01501]
gene=mrcA_1	ko01003	Glycosyltransferases [BR:ko01003]
gene=mrcA_1	ko01011	Peptidoglycan biosynthesis and degradation proteins [BR:ko01011]
gene=emrY	ko02000	Transporters [BR:ko02000]
gene=yqiK_1	ko04910	Insulin signaling pathway [PATH:ko04910]
gene=yqiK_1	ko04131	Membrane trafficking [BR:ko04131]
gene=yqiK_1	ko03036	Chromosome and associated proteins [BR:ko03036]
gene=yqiK_1	ko04147	Exosome [BR:ko04147]
gene=citD_2	ko02020	Two-component system [PATH:ko02020]
gene=cbdB_3	ko00362	Benzoate degradation [PATH:ko00362]
gene=cbdB_3	ko00364	Fluorobenzoate degradation [PATH:ko00364]
gene=cbdB_3	ko00622	Xylene degradation [PATH:ko00622]
gene=hisC_5	ko00340	Histidine metabolism [PATH:ko00340]
gene=hisC_5	ko00350	Tyrosine metabolism [PATH:ko00350]
gene=hisC_5	ko00360	Phenylalanine metabolism [PATH:ko00360]
gene=hisC_5	ko00400	Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:ko00400]
gene=hisC_5	ko00960	Tropane, piperidine and pyridine alkaloid biosynthesis [PATH:ko00960]
gene=hisC_5	ko00401	Novobiocin biosynthesis [PATH:ko00401]
gene=hisC_5	ko01007	Amino acid related enzymes [BR:ko01007]
gene=tyrR_1	ko03000	Transcription factors [BR:ko03000]
gene=rocE_2	ko02000	Transporters [BR:ko02000]
gene=ychF	ko03009	Ribosome biogenesis [BR:ko03009]
gene=bcp_1	99980	Enzymes with EC numbers
gene=hdhA_1	ko00121	Secondary bile acid biosynthesis [PATH:ko00121]
gene=pra_1	ko02000	Transporters [BR:ko02000]
gene=phnN_2	ko00030	Pentose phosphate pathway [PATH:ko00030]
gene=azoR2_2	99980	Enzymes with EC numbers
gene=ssuD_3	ko00920	Sulfur metabolism [PATH:ko00920]
gene=comR_6	ko03000	Transcription factors [BR:ko03000]
gene=groL	ko03018	RNA degradation [PATH:ko03018]
gene=groL	ko04212	Longevity regulating pathway - worm [PATH:ko04212]
gene=groL	ko05134	Legionellosis [PATH:ko05134]
gene=groL	ko05152	Tuberculosis [PATH:ko05152]
gene=groL	ko05417	Lipid and atherosclerosis [PATH:ko05417]
gene=groL	ko04940	Type I diabetes mellitus [PATH:ko04940]
gene=groL	ko03019	Messenger RNA biogenesis [BR:ko03019]
gene=groL	ko03110	Chaperones and folding catalysts [BR:ko03110]
gene=groL	ko03029	Mitochondrial biogenesis [BR:ko03029]
gene=groL	ko04147	Exosome [BR:ko04147]
gene=miaA_2	ko00908	Zeatin biosynthesis [PATH:ko00908]
gene=miaA_2	ko01006	Prenyltransferases [BR:ko01006]
gene=irtB_4	ko02010	ABC transporters [PATH:ko02010]
gene=irtB_4	ko02000	Transporters [BR:ko02000]
gene=sbnA_3	ko00920	Sulfur metabolism [PATH:ko00920]
gene=sbnA_3	ko00270	Cysteine and methionine metabolism [PATH:ko00270]
gene=barA_3	ko02020	Two-component system [PATH:ko02020]
gene=barA_3	ko05111	Biofilm formation - Vibrio cholerae [PATH:ko05111]
gene=barA_3	ko02025	Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]
gene=barA_3	ko02026	Biofilm formation - Escherichia coli [PATH:ko02026]
gene=barA_3	ko01001	Protein kinases [BR:ko01001]
gene=barA_3	ko02022	Two-component system [BR:ko02022]
protein=Ribonuclease	99974	Translation
gene=speC	ko00330	Arginine and proline metabolism [PATH:ko00330]
gene=speC	ko00480	Glutathione metabolism [PATH:ko00480]
gene=dnaE_3	ko03030	DNA replication [PATH:ko03030]
gene=dnaE_3	ko03430	Mismatch repair [PATH:ko03430]
gene=dnaE_3	ko03440	Homologous recombination [PATH:ko03440]
gene=dnaE_3	ko03032	DNA replication proteins [BR:ko03032]
gene=dnaE_3	ko03400	DNA repair and recombination proteins [BR:ko03400]
gene=yfiH	ko00230	Purine metabolism [PATH:ko00230]
gene=yfiH	ko00270	Cysteine and methionine metabolism [PATH:ko00270]
gene=cvpA	99996	General function prediction only
gene=mdoB	99980	Enzymes with EC numbers
protein=N-acetyldiaminopimelate	ko00300	Lysine biosynthesis [PATH:ko00300]
protein=N-acetyldiaminopimelate	ko01002	Peptidases and inhibitors [BR:ko01002]
gene=dsdA	ko00260	Glycine, serine and threonine metabolism [PATH:ko00260]
gene=dsdA	ko00470	D-Amino acid metabolism [PATH:ko00470]
gene=carA_1	ko00240	Pyrimidine metabolism [PATH:ko00240]
gene=carA_1	ko00250	Alanine, aspartate and glutamate metabolism [PATH:ko00250]
gene=yqgF	ko03009	Ribosome biogenesis [BR:ko03009]
gene=murAA	ko00520	Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
gene=murAA	ko00550	Peptidoglycan biosynthesis [PATH:ko00550]
gene=murAA	ko01011	Peptidoglycan biosynthesis and degradation proteins [BR:ko01011]
gene=doeA_5	ko01002	Peptidases and inhibitors [BR:ko01002]
gene=fes	99980	Enzymes with EC numbers
gene=cooF_2	99982	Energy metabolism
gene=groL1	ko03018	RNA degradation [PATH:ko03018]
gene=groL1	ko04212	Longevity regulating pathway - worm [PATH:ko04212]
gene=groL1	ko05134	Legionellosis [PATH:ko05134]
gene=groL1	ko05152	Tuberculosis [PATH:ko05152]
gene=groL1	ko05417	Lipid and atherosclerosis [PATH:ko05417]
gene=groL1	ko04940	Type I diabetes mellitus [PATH:ko04940]
gene=groL1	ko03019	Messenger RNA biogenesis [BR:ko03019]
gene=groL1	ko03110	Chaperones and folding catalysts [BR:ko03110]
gene=groL1	ko03029	Mitochondrial biogenesis [BR:ko03029]
gene=groL1	ko04147	Exosome [BR:ko04147]
gene=sdhC	ko00020	Citrate cycle (TCA cycle) [PATH:ko00020]
gene=sdhC	ko00650	Butanoate metabolism [PATH:ko00650]
gene=sdhC	ko00190	Oxidative phosphorylation [PATH:ko00190]
gene=sdhC	ko00720	Carbon fixation pathways in prokaryotes [PATH:ko00720]
gene=gdpP	99980	Enzymes with EC numbers
gene=pfp_1	ko00010	Glycolysis / Gluconeogenesis [PATH:ko00010]
gene=pfp_1	ko00030	Pentose phosphate pathway [PATH:ko00030]
gene=pfp_1	ko00051	Fructose and mannose metabolism [PATH:ko00051]
gene=pfp_1	ko00052	Galactose metabolism [PATH:ko00052]
gene=pfp_1	ko00680	Methane metabolism [PATH:ko00680]
gene=pfp_1	ko03018	RNA degradation [PATH:ko03018]
gene=pfp_1	ko04066	HIF-1 signaling pathway [PATH:ko04066]
gene=pfp_1	ko04152	AMPK signaling pathway [PATH:ko04152]
gene=pfp_1	ko04922	Glucagon signaling pathway [PATH:ko04922]
gene=pfp_1	ko04919	Thyroid hormone signaling pathway [PATH:ko04919]
gene=pfp_1	ko05230	Central carbon metabolism in cancer [PATH:ko05230]
gene=pfp_1	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
gene=pfp_1	ko03019	Messenger RNA biogenesis [BR:ko03019]
gene=ccmE	99992	Structural proteins
gene=uxuA_2	ko00040	Pentose and glucuronate interconversions [PATH:ko00040]
gene=truB	ko03016	Transfer RNA biogenesis [BR:ko03016]
gene=ywle	99980	Enzymes with EC numbers
gene=spo0A_3	ko02020	Two-component system [PATH:ko02020]
gene=spo0A_3	ko02024	Quorum sensing [PATH:ko02024]
gene=spo0A_3	ko02022	Two-component system [BR:ko02022]
gene=hypE_2	99975	Protein processing
gene=pheA	ko00400	Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:ko00400]
protein=Purine	ko04147	Exosome [BR:ko04147]
gene=mocA_1	ko00790	Folate biosynthesis [PATH:ko00790]
gene=nhaG_2	ko02000	Transporters [BR:ko02000]
gene=kptA_3	ko03016	Transfer RNA biogenesis [BR:ko03016]
gene=tauD_3	ko00920	Sulfur metabolism [PATH:ko00920]
gene=tauD_3	ko00430	Taurine and hypotaurine metabolism [PATH:ko00430]
